	acc model caption	acc human caption	is_video	model caption	human caption	img_set	target_idx	acc annot on model	acc annot on human
955	1	0	1	a couple of books and a bag of peanut butter.	There is still a little bit of room from the top of the white sign in the basket on the right and the top of image.  You can still just see the basket on the left.  	MSR-VTT-videoTestVideo_video9053-shot1_8	6	0	0
956	0	0	1	A bag of eggs in a bag on a shelf.	The white card with text in the basket is pressed up against the top edge of the picture. 	MSR-VTT-videoTestVideo_video9053-shot1_8	7	1	1
959	1	0	1	A plate full of shrimp, broccoli, and onions.	There is no white text at the bottom of the image.  There is a tiny bit of black seen in the far upper left corner of the image where there is no plate. 	MSR-VTT-videoTestVideo_video9409-shot1_0	6	0	0
960	1	0	1	a close up of a bowl of food on a table.	There are two lines of white text that is still pretty faint at the bottom of the image.  There are small slivers of black seen in the upper left and lower left of the image. 	MSR-VTT-videoTestVideo_video9409-shot1_0	7	0	0
962	1	0	1	A blurry image of a person standing on top of a stage.	The first person view is straight down a pathway.  The white lines on the ground makes three sides of a square.	MSR-VTT-videoTestVideo_video8027-shot1_0	7	0	0
963	1	0	1	A dog sitting on the floor next to a hot dog.	There are four purple people, one is cut off on the left side and one is cut off on the bottom. In the top right corner there is a white line, just to the left of that a white line goes around a column, it cuts through a purple person laying next to the column.	MSR-VTT-videoTestVideo_video8027-shot1_0	8	1	0
965	1	0	1	A group of people standing next to a lake.	The small dog's tail is centered toward the camera, with very little vest visible and very little of his head visible. The man in the background on the right has less shorts showing.	video-storytelling-videocamping_dBXYM3dQTSo-shot42_2	7	0	1
968	0	1	1	A person standing next to a television in a room.	There is picture overlay.  The main picture is of a person with a blue outfit on and the faded picture is three people standing.  	MSR-VTT-videoTestVideo_video8337-shot1_0	7	0	0
970	1	0	1	A picture of a woman holding a television on top of her head.	The man in the woman's costume is talking with his mouth open.	MSR-VTT-videoTestVideo_video8337-shot1_0	9	0	1
972	0	0	1	A pan filled with food being cooked in the oven.	The hand is not visible, but the hand's shadow is just to the right of the bowl.	MSR-VTT-videoTestVideo_video8853-shot1_1	7	0	0
973	0	0	1	A pan filled with food being cooked in the oven.	There is no hand visible. The corner to the top right of the bowl is lit up a bit.	MSR-VTT-videoTestVideo_video8853-shot1_1	8	1	0
978	0	0	1	A man standing next to a fence with a dog.	The woman on the far left has only a couple of fingers showing up to her ear with no phone showing.	MSR-VTT-videoTestVideo_video9007-shot1_0	2	0	1
980	0	0	1	A person standing on top of a tennis court.	The black wrestler's left knee is just about to leave the mat.  The ref's right leg is almost completely blocking the entire bottom of the grey wrestler's body. 	MSR-VTT-videoTestVideo_video8603-shot1_1	8	0	0
983	1	1	1	A child is standing in a room with a bunch of treats.	Her mouth and nose are showing.	MSR-VTT-videoTestVideo_video7420-shot1_1	0	1	1
986	0	0	1	A group of people standing next to each other.	There is a person on the left side of the image in a greyish suit.  The left arm of that person is just starting to get cut off on the left side of the image. 	MSR-VTT-videoTestVideo_video8209-shot1_0	5	0	0
987	0	0	1	A group of people standing next to each other.	The tallest man at the top of the group only has his chin shown.	MSR-VTT-videoTestVideo_video8209-shot1_0	6	0	1
989	0	0	1	A man wearing a hat and hat on a sidewalk.	Freddy's hand is visible bursting through the chest of a person with two outstretched fingers.	MSR-VTT-videoTestVideo_video9400-shot1_0	4	0	0
991	1	0	1	A large bowl of food sitting on top of a kitchen counter.	You can't see the handle of the wooden spoon at all and the spoon is covering the entire upper left hand part of the picture. 	MSR-VTT-videoTestVideo_video8191-shot4_0	6	0	0
995	0	0	1	A bowl full of food in a bowl on a table.	Right spoon is above bowl slightly but has a green leaf stuck to the center of the spoon and that piece touches the top of the picture.	YouCook-video0083-shot15_2	4	0	1
999	0	0	1	A woman holding a plate of food in front of her.	The woman still hasn't begun to open the present yet.  She has started to move her left hand slightly up the side of the present. 	video-storytelling-videobirthday_fwpYnUDbusw-shot7_0	3	0	0
1000	1	0	1	A man sitting on a bus looking out a window.	Man driving a car, the windshield wipers are not visible.	MSR-VTT-videoTestVideo_video9446-shot1_0	4	0	1
1001	0	1	1	A man standing in the driver's seat of a motorized vehicle.	A person driving a car.  Only one windshield wiper is seen. 	MSR-VTT-videoTestVideo_video9446-shot1_0	5	0	1
1003	1	0	1	a close up of a woman in a suit and tie.	The woman is looking up and to the right with neither of her hands visible and slightly open lips	MSR-VTT-videoTestVideo_video7533-shot1_4	4	0	0
1004	0	0	1	A woman with long hair and a face that looks like it's from a movie.	Her lips are pursed and her gloved right hand obscures her right, lower face in blurry darkness.	MSR-VTT-videoTestVideo_video7533-shot1_4	5	0	1
1005	0	0	1	a close up of a woman with a cell phone in her hand.	A hand is over her right eye and has her mouth like she is about to whistle	MSR-VTT-videoTestVideo_video7533-shot1_4	6	0	0
1008	1	0	1	A person standing next to a bunch of bags.	The picture is not very blurry. There is a red curved shape at the bottom left corner. The front tire of the bicycle is not visible.	MSR-VTT-videoTestVideo_video9489-shot2_2	2	0	1
1011	0	0	1	A little girl standing in front of a kitchen.	The girl's head is a little more than halfway in the frame. Her left hand is also only halfway in frame.	MSR-VTT-videoTestVideo_video7070-shot1_0	1	0	0
1013	0	0	1	A photo of a person standing in front of a light source.	The pink character is right in the middle of the picture. There is purple smoke on the left side from the bottom corner to half way up.	MSR-VTT-videoTestVideo_video8027-shot1_1	2	0	1
1014	1	0	1	A blurry image of a person standing on a sidewalk.	There is white text at the bottom.  The character is looking to the left with a small part of the blue glowing on the left.	MSR-VTT-videoTestVideo_video8027-shot1_1	3	0	0
1018	1	0	1	A woman standing in a living room holding a Wii controller.	Black and white picture. All but one of the numbers in the time stamp are the same number.	MSR-VTT-videoTestVideo_video7836-shot1_2	1	0	1
1021	0	0	1	A baby sitting on top of a couch next to a bed.	The boy with the stocking cap is gone from the image.  You can still see both of the legs of the woman who has plaid pants on.  You can also still see most of her face but it is very blurry. 	video-storytelling-videochristmas_5RR_sRzKODA-shot30_12	7	0	0
1026	1	0	1	A dog sitting on a couch next to a laptop.	The girl's eyes are obscured but at least one toe on her right foot can be seen	video-storytelling-videochristmas_5RR_sRzKODA-shot28_0	6	1	0
1027	1	0	1	A person flying a kite in the water.	The black curved line that is present in all pictures on the left hand side of the picture is cutting right down the middle of the red, yellow, and white object.  The faint rectangle in the lower center is still all the way pointing into the water. 	MSR-VTT-videoTestVideo_video8006-shot1_1	5	0	0
1032	1	0	1	A person riding a motorcycle on a city street.	You can just see half of the headlight of the motorcycle on the far left while seeing all of the large buildings in the back. 	MSR-VTT-videoTestVideo_video9773-shot1_0	4	0	1
1033	1	0	1	A couple of motorcycles driving down the street.	There are three motorcycles, the one on the left is almost out of the picture. There is a  police car completely between the left and middle motorcycle. The building in the background is barely touching the left edge of the picture.	MSR-VTT-videoTestVideo_video9773-shot1_0	5	0	0
1034	1	0	1	A young man with a cell phone in his hand.	A man is looking down with none of his hands visible and only a sliver of his left arm flesh exposed	video-storytelling-videocamping_EytINruY3-U-shot43_1	0	0	1
1035	1	0	1	A man sitting on a bench with a cell phone in his hand.	The man hasn't taken a sip and you can just see the very top of the water bottle.	video-storytelling-videocamping_EytINruY3-U-shot43_1	1	0	0
1036	1	0	1	A man in a blue t-shirt holding a tube of ice.	his mouth is close to the water bottle but not touching it	video-storytelling-videocamping_EytINruY3-U-shot43_1	2	1	1
1037	1	0	1	A person holding a cardboard box on top of a floor.	The person is placing a tile, with its top left corner covered by the surface he's placing it in	MSR-VTT-videoTestVideo_video7198-shot1_0	2	0	0
1038	0	0	1	A group of people playing a game of Frisbee.	You can see three whole people in the shot and a bit more that half of another person on the far left. 	MSR-VTT-videoTestVideo_video7458-shot2_4	4	0	1
1041	1	0	1	A close up of a dog that is in a swimming pool.	The red end of the text icon touches the inside edge of the spoon.	MSR-VTT-videoTestVideo_video7038-shot6_0	2	0	1
1042	0	0	1	A close up of a person sitting on a motorbike.	The spoon is on the left hand side of the picture and is maybe 1/4 submerged. 	MSR-VTT-videoTestVideo_video7038-shot6_0	4	0	1
1052	0	0	1	A group of animals eating from a feeder.	You see two blurry green grass peices connected on the top left, The top edge you can see two green grass pieces. The left one is pointing to the bottom right corner, the littlest one is pointing down.	MSR-VTT-videoTestVideo_video7295-shot1_13	4	0	0
1053	1	1	1	Two men standing next to a table with hotdogs.	two men are standing over a table of food and the chef is about to drink from a yellow container	MSR-VTT-videoTestVideo_video7362-shot1_1	3	0	1
1055	0	0	1	A man standing in front of a crowd of people.	You can no longer see any of the man's face on the right.  The person on the far left's body has completely come into view. 	MSR-VTT-videoTestVideo_video9875-shot6_0	6	0	0
1056	0	0	1	A person standing in front of a door.	You can clearly see another hand of the person on the right in the very foreground of the picture. The fingers of the hand on the far right are not really blocking the person in blue in the background.  	MSR-VTT-videoTestVideo_video9875-shot6_0	7	0	0
1057	1	0	1	A man holding a skateboard in front of a mirror.	Two fingers are covering the man in blue in the back.	MSR-VTT-videoTestVideo_video9875-shot6_0	8	0	1
1058	1	0	1	A woman is holding a flip-flop on her head.	You can just see the girl's closed left eye and she is putting on the blindfold. 	video-storytelling-videobirthday__amwPjAcoC8-shot79_1	0	0	0
1059	1	0	1	A girl wearing a blue skull helmet is wearing a helmet.	The girl's left eyebrow is still visible but the eye has been covered up by the blindfold. 	video-storytelling-videobirthday__amwPjAcoC8-shot79_1	1	0	1
1060	1	0	1	A young man standing in a room holding a video game controller.	The text at the bottom of the image is found between the pink dress of the person. Neither end of the text is covering anything but the pink dress.	MSR-VTT-videoTestVideo_video8237-shot1_4	8	0	1
1062	0	0	1	A man standing next to a fence with a bike.	No blood is seen on the floor.  The person with the gun is still inside the room and the window takes up the right 2/3rds of the upper part of the image.  You can still see the right wall on the right side of the window. 	MSR-VTT-videoTestVideo_video8356-shot1_7	5	0	0
1063	1	0	1	A couple of people standing next to a fence.	No gun or checkerboard is visible. 	MSR-VTT-videoTestVideo_video8356-shot1_7	7	0	1
1066	1	0	1	A little girl playing with a fire hydrant.	You can only see the very edge of the red bat handle at the bottom.	video-storytelling-videobirthday__amwPjAcoC8-shot43_0	3	0	0
